id,lexeme,de,ru,source,license
baeckerei:t6379891,baeckerei,Die Bäckerei ist geschlossen.,Булочная закрыта.,tatoeba,CC BY 2.0 FR
baeckerei:t6599646,baeckerei,Hier ist die Bäckerei.,Вот булочная.,tatoeba,CC BY 2.0 FR
bahn:t12864463,bahn,Ich reise oft mit der Bahn.,Я часто путешествую поездом.,tatoeba,CC BY 2.0 FR
bahn:t4807729,bahn,Die Bahn wird bald ankommen.,Поезд скоро приедет.,tatoeba,CC BY 2.0 FR
bahn:t12558217,bahn,Sind Sie mit dem Bus oder mit der Bahn angekommen?,Вы приехали на автобусе или на поезде?,tatoeba,CC BY 2.0 FR
bahnhof:t403069,bahnhof,Ist das der Bahnhof?,Это вокзал?,tatoeba,CC BY 2.0 FR
bahnhof:t426704,bahnhof,Ich verstehe nur Bahnhof.,Это для меня китайская грамота.,tatoeba,CC BY 2.0 FR
bahnhof:t544538,bahnhof,Wo ist der Bahnhof?,Где вокзал?,tatoeba,CC BY 2.0 FR
bahnsteig:t1038864,bahnsteig,Er ging auf dem Bahnsteig auf und ab.,Он взад-вперёд ходил по перрону.,tatoeba,CC BY 2.0 FR
bahnsteig:t3160393,bahnsteig,Von welchem Bahnsteig fährt der Zug ab?,От какой платформы отходит поезд?,tatoeba,CC BY 2.0 FR
bahnsteig:t13856261,bahnsteig,Wir sind uns zum ersten Mal auf einem Bahnsteig begegnet.,Мы познакомились друг с другом на железнодорожной платформе.,tatoeba,CC BY 2.0 FR
bald:t10550646,bald,Wir müssen bald gehen.,Нам скоро нужно уходить.,tatoeba,CC BY 2.0 FR
bald:t10659369,bald,Er kommt bald an.,Он скоро приедет.,tatoeba,CC BY 2.0 FR
bald:t11839278,bald,Bald wissen wir es.,Скоро узнаем.,tatoeba,CC BY 2.0 FR
balkon:t6275693,balkon,Der Balkon ist klein.,Балкон маленький.,tatoeba,CC BY 2.0 FR
balkon:t3352957,balkon,Gehen wir auf den Balkon!,Пойдём на балкон.,tatoeba,CC BY 2.0 FR
balkon:t3518117,balkon,Hat die Wohnung einen Balkon?,В квартире есть балкон?,tatoeba,CC BY 2.0 FR
banane:t1107624,banane,Hier esse ich Bananen.,Здесь я ем бананы.,tatoeba,CC BY 2.0 FR
banane:t12021553,banane,Sie werden Bananen essen.,Они поедят бананов.,tatoeba,CC BY 2.0 FR
banane:t13662218,banane,Ich esse oft Bananen.,Я часто ем бананы.,tatoeba,CC BY 2.0 FR
bank:t12449615,bank,Ist es eine Bank?,Это банк?,tatoeba,CC BY 2.0 FR
bank:t3856668,bank,War die Bank geschlossen?,Банк был закрыт?,tatoeba,CC BY 2.0 FR
bank:t396639,bank,Banken öffnen um 9 Uhr.,Банки открываются в девять.,tatoeba,CC BY 2.0 FR
bar:t10123683,bar,Wann schließt die Bar?,Когда бар закрывается?,tatoeba,CC BY 2.0 FR
bar:t12514718,bar,Haben Sie bar bezahlt?,Вы заплатили наличными?,tatoeba,CC BY 2.0 FR
bar:t2272199,bar,Zahlen Sie in bar?,Вы заплатите наличными?,tatoeba,CC BY 2.0 FR
bar-adv:t10123683,bar-adv,Wann schließt die Bar?,Когда бар закрывается?,tatoeba,CC BY 2.0 FR
bar-adv:t12514718,bar-adv,Haben Sie bar bezahlt?,Вы заплатили наличными?,tatoeba,CC BY 2.0 FR
bar-adv:t2272199,bar-adv,Zahlen Sie in bar?,Вы заплатите наличными?,tatoeba,CC BY 2.0 FR
bar-prep:t10123683,bar-prep,Wann schließt die Bar?,Когда бар закрывается?,tatoeba,CC BY 2.0 FR
bar-prep:t12514718,bar-prep,Haben Sie bar bezahlt?,Вы заплатили наличными?,tatoeba,CC BY 2.0 FR
bar-prep:t2272199,bar-prep,Zahlen Sie in bar?,Вы заплатите наличными?,tatoeba,CC BY 2.0 FR
bauch:t12278914,bauch,Er schläft auf dem Bauch.,Он спит на животе.,tatoeba,CC BY 2.0 FR
bauch:t368807,bauch,Ich lag auf dem Bauch.,Я лежал на животе.,tatoeba,CC BY 2.0 FR
bauch:t8556483,bauch,Ich schlafe auf dem Bauch.,Я сплю на животе.,tatoeba,CC BY 2.0 FR
baum:t10790372,baum,Dort steht ein Baum.,Там стоит дерево.,tatoeba,CC BY 2.0 FR
baum:t1098435,baum,Das ist ein Baum.,Это дерево.,tatoeba,CC BY 2.0 FR
baum:t4170278,baum,Dies ist ein Baum.,Это дерево.,tatoeba,CC BY 2.0 FR
beamte:t3212340,beamte,Bestechungen am Arbeitsplatz können Beamten Kopf und Kragen kosten.,Взятки на рабочем месте могут стоить чиновникам головы.,tatoeba,CC BY 2.0 FR
bedeuten:t12443786,bedeuten,"Erklär, was das bedeutet!","Объясни, что это значит.",tatoeba,CC BY 2.0 FR
bedeuten:t12443787,bedeuten,"Erklärt, was das bedeutet!","Объясните, что это значит.",tatoeba,CC BY 2.0 FR
bedeuten:t1745611,bedeuten,Was soll das bedeuten?,Что это должно значить?,tatoeba,CC BY 2.0 FR
beginnen:t1698715,beginnen,Sie hat schon begonnen.,Она уже начала.,tatoeba,CC BY 2.0 FR
beginnen:t1698726,beginnen,Er hat schon begonnen.,Он уже начал.,tatoeba,CC BY 2.0 FR
beginnen:t3074447,beginnen,Wir begannen zu sprechen.,Мы начали говорить.,tatoeba,CC BY 2.0 FR
bei:t12990146,bei,Das ist bei weitem nicht so.,Это далеко не так.,tatoeba,CC BY 2.0 FR
bei:t2469258,bei,Es ist bei Weitem nicht so.,Это не так далеко.,tatoeba,CC BY 2.0 FR
bei:t13685558,bei,Bei einer guten Frau kann auch ein Mann Mensch werden.,При хорошей женщине и мужчина может стать человеком.,tatoeba,CC BY 2.0 FR
beide:t1343475,beide,Sie sind beide gut.,Они оба хорошие.,tatoeba,CC BY 2.0 FR
beide:t1976952,beide,Ich will sie beide sehen.,Я бы хотел посмотреть оба.,tatoeba,CC BY 2.0 FR
beide:t7233417,beide,Die beiden sahen sich an.,Обе посмотрели друг на друга.,tatoeba,CC BY 2.0 FR
bein:t10084311,bein,Ich habe lange Beine.,У меня длинные ноги.,tatoeba,CC BY 2.0 FR
bein:t2051620,bein,Sie hat lange Beine.,У неё длинные ноги.,tatoeba,CC BY 2.0 FR
bein:t5291915,bein,Was für schöne Beine!,Какие красивые ноги!,tatoeba,CC BY 2.0 FR
beispiel:t11387688,beispiel,Ich gebe ein Beispiel.,Я приведу один пример.,tatoeba,CC BY 2.0 FR
beispiel:t12401152,beispiel,Hier ist ein einfaches Beispiel.,Вот простой пример.,tatoeba,CC BY 2.0 FR
beispiel:t13975159,beispiel,Ich könnte weitere Beispiele sagen.,Я мог бы привести и другие примеры.,tatoeba,CC BY 2.0 FR
bekannt:t6134729,bekannt,Ich bin hier sehr bekannt.,Меня тут хорошо знают.,tatoeba,CC BY 2.0 FR
bekannt:t7154424,bekannt,Es ist noch nicht bekannt.,Это ещё неизвестно.,tatoeba,CC BY 2.0 FR
bekannt:t11580273,bekannt,Ist ihm das bekannt?,Ему это известно?,tatoeba,CC BY 2.0 FR
bekannt-adj:t6134729,bekannt-adj,Ich bin hier sehr bekannt.,Меня тут хорошо знают.,tatoeba,CC BY 2.0 FR
bekannt-adj:t7154424,bekannt-adj,Es ist noch nicht bekannt.,Это ещё неизвестно.,tatoeba,CC BY 2.0 FR
bekannt-adj:t10040718,bekannt-adj,Sie ist ein sehr bekannter Mensch.,Она очень известный человек.,tatoeba,CC BY 2.0 FR
bekommen:t13736966,bekommen,Wie bekomme ich es?,Как мне это получить?,tatoeba,CC BY 2.0 FR
bekommen:t6148858,bekommen,Wir bekommen ein Kind!,У нас будет ребёнок!,tatoeba,CC BY 2.0 FR
bekommen:t787480,bekommen,Wir bekommen ein Kind.,Мы ждём ребёнка.,tatoeba,CC BY 2.0 FR
benutzen:t13551637,benutzen,Benutzen Sie sie oft?,Часто Вы ими пользуетесь?,tatoeba,CC BY 2.0 FR
benutzen:t11645634,benutzen,Ich kann es nicht benutzen.,Я не умею этим пользоваться.,tatoeba,CC BY 2.0 FR
benutzen:t1445512,benutzen,Wir benutzen es nicht mehr.,Мы им больше не пользуемся.,tatoeba,CC BY 2.0 FR
beruf:t1291715,beruf,Er ist Arzt von Beruf.,По профессии он врач.,tatoeba,CC BY 2.0 FR
beruf:t13963275,beruf,Er hat einen guten Beruf.,У него хорошая профессия.,tatoeba,CC BY 2.0 FR
beruf:t353087,beruf,Er ist von Beruf Arzt.,Он врач по профессии.,tatoeba,CC BY 2.0 FR
besetzt:t616943,besetzt,Die Nummer ist besetzt.,Номер занят.,tatoeba,CC BY 2.0 FR
besetzt:t3576817,besetzt,Das Telefon ist besetzt.,Телефон занят.,tatoeba,CC BY 2.0 FR
besetzt:t6930605,besetzt,Seit einer Stunde ist sein Telefon besetzt.,У него уже час занято.,tatoeba,CC BY 2.0 FR
besetzt-adj:t616943,besetzt-adj,Die Nummer ist besetzt.,Номер занят.,tatoeba,CC BY 2.0 FR
besetzt-adj:t3576817,besetzt-adj,Das Telefon ist besetzt.,Телефон занят.,tatoeba,CC BY 2.0 FR
besetzt-adj:t6930605,besetzt-adj,Seit einer Stunde ist sein Telefon besetzt.,У него уже час занято.,tatoeba,CC BY 2.0 FR
besichtigen:t12925439,besichtigen,Sie besichtigten die Ausstellung.,Они осмотрели экспозицию.,tatoeba,CC BY 2.0 FR
besichtigen:t9462773,besichtigen,Maria besichtigt die Stadt.,Мария осматривает город.,tatoeba,CC BY 2.0 FR
besichtigen:t5988781,besichtigen,Wir wollen auch Berlin besichtigen.,Мы также хотим посетить Берлин.,tatoeba,CC BY 2.0 FR
besser:t12418487,besser,Besser wird es nicht.,Лучше не будет.,tatoeba,CC BY 2.0 FR
besser:t2357467,besser,"Das ist besser, oder?","Так лучше, правда?",tatoeba,CC BY 2.0 FR
besser:t2482193,besser,Sie sind besser geworden.,Вы стали лучше.,tatoeba,CC BY 2.0 FR
besser-adv:t12418487,besser-adv,Besser wird es nicht.,Лучше не будет.,tatoeba,CC BY 2.0 FR
besser-adv:t2357467,besser-adv,"Das ist besser, oder?","Так лучше, правда?",tatoeba,CC BY 2.0 FR
besser-adv:t2482193,besser-adv,Sie sind besser geworden.,Вы стали лучше.,tatoeba,CC BY 2.0 FR
besser-verb:t12418487,besser-verb,Besser wird es nicht.,Лучше не будет.,tatoeba,CC BY 2.0 FR
besser-verb:t2357467,besser-verb,"Das ist besser, oder?","Так лучше, правда?",tatoeba,CC BY 2.0 FR
besser-verb:t2482193,besser-verb,Sie sind besser geworden.,Вы стали лучше.,tatoeba,CC BY 2.0 FR
bestellen:t1109592,bestellen,Was wollen sie bestellen?,Что они хотят заказать?,tatoeba,CC BY 2.0 FR
bestellen:t2435350,bestellen,Ich habe schon bestellt.,Я уже заказала.,tatoeba,CC BY 2.0 FR
bestellen:t6565500,bestellen,Was wollen Sie bestellen?,Что Вы хотите заказать?,tatoeba,CC BY 2.0 FR
besuchen:t11528483,besuchen,Wir haben gerade Besuch.,У нас сейчас гости.,tatoeba,CC BY 2.0 FR
besuchen:t13934023,besuchen,Ich werde sie besuchen.,Я их навещу.,tatoeba,CC BY 2.0 FR
besuchen:t2805922,besuchen,Er besuchte einen Freund.,Он навестил друга.,tatoeba,CC BY 2.0 FR
bett:t1800675,bett,Ich gehe zu Bett.,Я пошёл спать.,tatoeba,CC BY 2.0 FR
bett:t4770380,bett,Wir machen die Betten.,Мы стелим постели.,tatoeba,CC BY 2.0 FR
bett:t5318870,bett,Das ist ein Bett.,Это кровать.,tatoeba,CC BY 2.0 FR
bezahlen:t10301816,bezahlen,Ich will bezahlt werden.,"Я хочу, чтобы мне заплатили.",tatoeba,CC BY 2.0 FR
bezahlen:t1078212,bezahlen,Wer soll das bezahlen?,Кто заплатит за это?,tatoeba,CC BY 2.0 FR
bezahlen:t11200793,bezahlen,Wo kann man bezahlen?,Где можно оплатить?,tatoeba,CC BY 2.0 FR
bier:t1067063,bier,Sie trinken nie Bier.,Они никогда не пьют пива.,tatoeba,CC BY 2.0 FR
bier:t1358329,bier,Er trank ein Bier.,Он выпил кружку пива.,tatoeba,CC BY 2.0 FR
bier:t13650161,bier,Das ist kein Bier.,Это не пиво.,tatoeba,CC BY 2.0 FR
bild:t1341925,bild,Sie hat ein Bild.,У нее есть фотография.,tatoeba,CC BY 2.0 FR
bild:t1787407,bild,Das ist ein Bild.,Это картина.,tatoeba,CC BY 2.0 FR
bild:t12670278,bild,Ich bin auf keinem der Bilder.,Меня ни на одной из фотографий нет.,tatoeba,CC BY 2.0 FR
billig:t383800,billig,Haben Sie ein billigeres?,У вас есть дешевле?,tatoeba,CC BY 2.0 FR
billig:t452585,billig,Fisch ist heute billig.,Рыба сегодня дешёвая.,tatoeba,CC BY 2.0 FR
billig:t645086,billig,"Das ist billig, oder?",Это же дёшево?,tatoeba,CC BY 2.0 FR
birne:t10117711,birne,Ich aß eine Birne.,Я съел грушу.,tatoeba,CC BY 2.0 FR
birne:t1265798,birne,Die Birne riecht gut.,Груша вкусно пахнет.,tatoeba,CC BY 2.0 FR
birne:t13609114,birne,Sie hat Birnen gegessen.,Она поела груш.,tatoeba,CC BY 2.0 FR
bis:t662282,bis,Bis um wie viel Uhr?,До скольки?,tatoeba,CC BY 2.0 FR
bis:t718449,bis,Was soll ich bis 8.00 Uhr machen?,Что мне делать до восьми часов?!,tatoeba,CC BY 2.0 FR
bis:t13425129,bis,"Ich bleibe, bis sie kommt.",Я останусь до её приезда.,tatoeba,CC BY 2.0 FR
bis-prep:t662282,bis-prep,Bis um wie viel Uhr?,До скольки?,tatoeba,CC BY 2.0 FR
bis-prep:t718449,bis-prep,Was soll ich bis 8.00 Uhr machen?,Что мне делать до восьми часов?!,tatoeba,CC BY 2.0 FR
bis-prep:t13425129,bis-prep,"Ich bleibe, bis sie kommt.",Я останусь до её приезда.,tatoeba,CC BY 2.0 FR
bisschen:t1892362,bisschen,Sprich ein bisschen lauter!,Говори чуть громче.,tatoeba,CC BY 2.0 FR
bisschen:t6694588,bisschen,Warten wir ein bisschen!,Подождём немного!,tatoeba,CC BY 2.0 FR
bisschen:t974904,bisschen,Noch ein kleines bisschen.,Ещё немножко.,tatoeba,CC BY 2.0 FR
bitte:t1012401,bitte,Hören Sie bitte auf!,"Прекратите, пожалуйста!",tatoeba,CC BY 2.0 FR
bitte:t11928686,bitte,Sprechen Sie bitte lauter.,"Говорите громче, пожалуйста.",tatoeba,CC BY 2.0 FR
bitte:t13054384,bitte,Sprich bitte nicht so.,"Пожалуйста, не говори так.",tatoeba,CC BY 2.0 FR
bitte-noun:t1012401,bitte-noun,Hören Sie bitte auf!,"Прекратите, пожалуйста!",tatoeba,CC BY 2.0 FR
bitte-noun:t11928686,bitte-noun,Sprechen Sie bitte lauter.,"Говорите громче, пожалуйста.",tatoeba,CC BY 2.0 FR
bitte-noun:t13054384,bitte-noun,Sprich bitte nicht so.,"Пожалуйста, не говори так.",tatoeba,CC BY 2.0 FR
bitte-part:t1012401,bitte-part,Hören Sie bitte auf!,"Прекратите, пожалуйста!",tatoeba,CC BY 2.0 FR
bitte-part:t11928686,bitte-part,Sprechen Sie bitte lauter.,"Говорите громче, пожалуйста.",tatoeba,CC BY 2.0 FR
bitte-part:t13054384,bitte-part,Sprich bitte nicht so.,"Пожалуйста, не говори так.",tatoeba,CC BY 2.0 FR
bitte-verb:t1012401,bitte-verb,Hören Sie bitte auf!,"Прекратите, пожалуйста!",tatoeba,CC BY 2.0 FR
bitte-verb:t11928686,bitte-verb,Sprechen Sie bitte lauter.,"Говорите громче, пожалуйста.",tatoeba,CC BY 2.0 FR
bitte-verb:t13054384,bitte-verb,Sprich bitte nicht so.,"Пожалуйста, не говори так.",tatoeba,CC BY 2.0 FR
bitten:t1012401,bitten,Hören Sie bitte auf!,"Прекратите, пожалуйста!",tatoeba,CC BY 2.0 FR
bitten:t11928686,bitten,Sprechen Sie bitte lauter.,"Говорите громче, пожалуйста.",tatoeba,CC BY 2.0 FR
bitten:t13054384,bitten,Sprich bitte nicht so.,"Пожалуйста, не говори так.",tatoeba,CC BY 2.0 FR
bitter:t12693967,bitter,Das Leben ist bitter.,Жизнь горька.,tatoeba,CC BY 2.0 FR
bitter:t3561383,bitter,Ein Leben ohne Liebe ist bitter.,Жизнь без любви горька.,tatoeba,CC BY 2.0 FR
bitter:t12693968,bitter,"Das Leben ist nicht so bitter, wie es scheint.","Жизнь не так горька, как кажется.",tatoeba,CC BY 2.0 FR
bitter-adv:t12693967,bitter-adv,Das Leben ist bitter.,Жизнь горька.,tatoeba,CC BY 2.0 FR
bitter-adv:t3561383,bitter-adv,Ein Leben ohne Liebe ist bitter.,Жизнь без любви горька.,tatoeba,CC BY 2.0 FR
bitter-adv:t12693968,bitter-adv,"Das Leben ist nicht so bitter, wie es scheint.","Жизнь не так горька, как кажется.",tatoeba,CC BY 2.0 FR
bleiben:t11277924,bleiben,So bleibt es nicht.,Так больше не будет.,tatoeba,CC BY 2.0 FR
bleiben:t3460104,bleiben,Ich hätte bleiben sollen.,Надо было мне остаться.,tatoeba,CC BY 2.0 FR
bleiben:t353332,bleiben,Wie lange bleiben Sie?,Вы надолго?,tatoeba,CC BY 2.0 FR
bleistift:t1317702,bleistift,Wessen Bleistift ist das?,Чей это карандаш?,tatoeba,CC BY 2.0 FR
bleistift:t1457521,bleistift,Ich habe keinen Bleistift.,У меня нет карандаша.,tatoeba,CC BY 2.0 FR
bleistift:t2260995,bleistift,Das ist mein Bleistift.,Это мой карандаш.,tatoeba,CC BY 2.0 FR
blick:t13604763,blick,Sein Blick verfinsterte sich.,Его взгляд помрачнел.,tatoeba,CC BY 2.0 FR
blick:t13769321,blick,Sein Blick ist leer.,Его взгляд пуст.,tatoeba,CC BY 2.0 FR
blick:t6976555,blick,Sie senkte den Blick.,Она опустила взгляд.,tatoeba,CC BY 2.0 FR
blume:t10048772,blume,Die Blume ist weiß.,Цветок белый.,tatoeba,CC BY 2.0 FR
blume:t1019276,blume,Sie mag Blumen sehr.,Она очень любит цветы.,tatoeba,CC BY 2.0 FR
blume:t1187308,blume,Ist das eine Blume?,Это цветок?,tatoeba,CC BY 2.0 FR
boese:t1599658,boese,Ich bin dir böse.,Я на тебя зол.,tatoeba,CC BY 2.0 FR
